Apocalypse,"['sự khải huyền', 'tận thế']"
good-naturedly,['cannot found']
devoted,"['tận tụy', 'hết lòng', 'dành cho', 'dâng cho', 'hiến cho', 'nhiệt tình', 'sốt sắng', 'tận tuỵ', 'tận tâm', 'tận tình']"
to center,['cannot found']
devoted,"['tận tụy', 'hết lòng', 'dành cho', 'dâng cho', 'hiến cho', 'nhiệt tình', 'sốt sắng', 'tận tuỵ', 'tận tâm', 'tận tình']"
end,"['kết thúc', 'hoàn thành', 'sự kết thúc', 'hết', 'đuôi', 'chấm dứt', 'kết liễu', 'làm xong', 'cuối', 'cùng', 'cái kết', 'dứt', 'hồi kết', 'mút', 'tột cùng', 'điểm cuối', 'đoạn cuối', 'cuối cùng', 'đầu', 'ngừng', 'chót', 'bế mạc', 'chung cuộc', 'cứu cánh', 'giới hạn', 'kết luận', 'kết quả', 'mẩu còn lại', 'mẩu thừa', 'phần cuối', 'sự chết', 'sự kết liễu', 'đi đến chỗ', 'điều chấm dứt', 'điều kết thúc', 'đầu cuối', 'đầu mút', 'cái chết', 'mục đích', 'điểm kết thúc']"
flattery,"['nịnh hót', 'nịnh', 'sự tâng bốc', 'xu nịnh', 'lời bợ đỡ', 'lời nịnh hót', 'lời tâng bốc', 'sự bợ đỡ', 'sự xu nịnh', 'bợ đỡ', 'cầu cạnh', 'khen ngợi', 'phỉnh nịnh', 'ton hót', 'tán dương', 'tâng bốc']"
flattery,"['nịnh hót', 'nịnh', 'sự tâng bốc', 'xu nịnh', 'lời bợ đỡ', 'lời nịnh hót', 'lời tâng bốc', 'sự bợ đỡ', 'sự xu nịnh', 'bợ đỡ', 'cầu cạnh', 'khen ngợi', 'phỉnh nịnh', 'ton hót', 'tán dương', 'tâng bốc']"
praise,"['khen ngợi', 'ca tụng', 'sự ca ngợi', 'khen', 'ca ngợi', 'khúc tụng ca', 'lời khen', 'ban khen', 'lời ca ngợi', 'lời ca tụng', 'lời khen ngợi', 'lời tán dương', 'lời tán tụng', 'sự ca tụng', 'sự khen ngợi', 'sự tán dương', 'sự tán tụng', 'tán dương', 'tán tụng', 'ca']"
ecstatic,"['dễ xuất thần', 'làm mê ly', 'ngây ngất', 'người nhập định', 'người xuất thần', 'nhập định', 'xuất thần']"
floor,"['sàn', 'tầng', 'sàn nhà', 'đáy', 'giá thấp nhất', 'làm bối rối', 'làm rối trí', 'làm sàn', 'lát sàn', 'phòng họp', 'quyền phát biểu ý kiến', 'vượt qua thắng lợi', 'Tầng', '層']"
class,"['lớp', 'hạng', 'giai cấp', 'cấp', 'loại', 'lớp học', 'đẳng', 'bậc', 'khoá học', 'lứa', 'vai', 'buổi học', 'cấp bậc', 'giờ học', 'khoá học sinh', 'sự thanh cao', 'sự thanh nhã', 'tính tuyệt vời', 'tính ưu tú', 'đẳng cấp', 'tổ', 'thể', 'ban', 'bài học', 'tầng lớp']"
crowded,"['đông', 'đông đúc', 'đầy', 'chật ních', 'quá đông người', 'sầm uất', 'tràn đầy', 'đông người', 'đông đảo', 'đống']"
busy,"['bận rộn', 'bận', 'đang bận', 'mắc', 'bận việc', 'bộn rộn', 'cớm', 'bận bịu', 'có lắm việc', 'giao việc', 'lăng xăng', 'mật thám', 'náo nhiệt', 'sầm uất', 'đang có người dùng', 'đông đúc', 'đông', 'nhộn nhịp']"
practice,"['luyện tập', 'sự hành nghề', 'thói quen', 'thực hành', 'thực tiễn', 'tập', 'luyện', 'thói', 'thông lệ', 'tục', 'practise', 'khách hàng', 'lề thói', 'lệ thường', 'mưu đồ', 'phòng khám bệnh', 'phòng luật sư', 'sự luyện tập', 'sự rèn luyện', 'thủ tục', 'thủ đoạn', 'thực tập', 'thực tế', 'tục lệ', 'âm mưu']"
warm exercise,['cannot found']
exercises,"['bài tập', 'thể dục']"
practise,"['tập luyện', 'rèn luyện', 'thực hành', 'tập', 'hành nghề', 'hành', 'làm', 'bịp', 'dượt', 'luyện tập', 'làm nghề', 'lừa bịp', 'thực tập', 'đem thực hành']"
Great City,['cannot found']
"Coporation, group",['cannot found']
exercise,"['bài tập', 'luyện tập', 'sử dụng', 'sự tập luyện', 'tập luyện', 'tập thể dục', 'vận động', 'hành', 'làm', 'bài làm', 'bài thi diễn thuyết', 'làm băn khoăn', 'làm lo âu', 'làm phiền khổ', 'rèn luyện', 'rèn luyện thân thể', 'sự lễ bái', 'sự sử dụng', 'sự thi hành', 'sự thờ cúng', 'sự thực hiện', 'thi hành', 'thể dục', 'thể thao quốc phòng', 'thử thách', 'thực hiện', 'luyện', 'huấn luyện']"
rehearsal,"['sự diễn tập', 'diễn tập', 'sự kể lại', 'sự nhắc lại', 'buổi diễn tập']"
rally,"['tập hợp lại', 'bình phục', 'tập', 'mít tinh', 'chế giễu', 'chế nhạo', 'củng cố lại', 'lấy lại sức', 'mít tinh lớn', 'sự lấy lại sức', 'sự tập hợp lại', 'trấn tĩnh lại', 'tấp nập lại', 'đại hội', 'biểu tình', 'chiêu hồi', 'sự bình phục', 'tập họp', 'tập hợp']"
training,"['huấn luyện', 'rèn luyện', 'sự chĩa súng', 'sự dạy dỗ', 'sự huấn luyện', 'sự nhắm bắn', 'sự rèn luyện', 'sự tập dượt', 'sự uốn cây', 'sự đào tạo', 'học', 'khóa huấn luyện', 'sự tập huấn', 'học hành', 'học tập', 'söï ñaøo taïo, söï huaán luyeän', 'Đào tạo']"
Gathering,"['cuộc hội họp', 'sự dồn lại', 'sự gặt', 'sự hái', 'sự lấy lại', 'sự mưng mủ', 'sự thu nhặt', 'sự tích luỹ', 'sự tập trung', 'sự tụ họ', 'cuộc họp mặt', 'cuộc tụ tập', 'họp', 'sự tập họp', 'sự tụ họp', 'sự tụ hội', 'sự tụ tập', 'hội họp', 'hội nghị']"
raid,"['cuộc đột kích', 'đột kích', 'càn', 'oanh kích', 'bố ráp', 'cuộc bố ráp', 'cuộc cướp bóc', 'càn quét', 'cướp bóc', 'khám xét bất ngờ', 'lùng sục', 'vây bắt', 'tập kích', 'đột nhập']"
practice,"['luyện tập', 'sự hành nghề', 'thói quen', 'thực hành', 'thực tiễn', 'tập', 'luyện', 'thói', 'thông lệ', 'tục', 'practise', 'khách hàng', 'lề thói', 'lệ thường', 'mưu đồ', 'phòng khám bệnh', 'phòng luật sư', 'sự luyện tập', 'sự rèn luyện', 'thủ tục', 'thủ đoạn', 'thực tập', 'thực tế', 'tục lệ', 'âm mưu']"
infection episode,['cannot found']
custom,"['phong tục', 'tục lệ', '俗例', '習慣', '風俗', 'tập quán', 'khách hàng', 'khách quen', 'luật lệ', 'tập tục', 'tục', 'phép', 'đoan', 'bạn hàng', 'mối hàng', 'sự làm khách hàng', 'sự quen mua hàng', 'sự thửa', 'sự đặt', 'sự đặt mua', 'thuế quan', 'thói tục', 'thói quen']"
collective rights,['cannot found']
journals,['cannot found']
probationary,['thử thách']
practice,"['luyện tập', 'sự hành nghề', 'thói quen', 'thực hành', 'thực tiễn', 'tập', 'luyện', 'thói', 'thông lệ', 'tục', 'practise', 'khách hàng', 'lề thói', 'lệ thường', 'mưu đồ', 'phòng khám bệnh', 'phòng luật sư', 'sự luyện tập', 'sự rèn luyện', 'thủ tục', 'thủ đoạn', 'thực tập', 'thực tế', 'tục lệ', 'âm mưu']"
hobble,"['đi khập khiễng', 'buộc chằng', 'cản trở', 'dáng đi cà nhắc', 'dáng đi khập khiễng', 'dáng đi tập tễnh', 'dây chằng', 'hành động do dự', 'nói trúc trắc', 'nói ấp úng', 'tiến hành trục trặc', 'trúc trắc', 'tình trạng khó khăn', 'tình trạng lúng túng', 'đi cà nhắc', 'đi tập tễnh']"
group,"['nhóm', 'tập đoàn', 'đoàn', 'phái', 'toán', 'sắp', 'bọn', 'ban', 'bè', 'chúng', 'cụm', 'gốc', 'hội', 'tập thể', 'đám', 'phường', 'hợp thành nhóm', 'nhóm // nhóm lại', 'phân hạng', 'phân loại', 'phân phối theo nhóm', 'quần tụ', 'tập hợp lại', 'Nhóm', 'đội', 'loại', 'tốp', 'Liên đoàn bay', 'nhóm tuần hoàn', 'đoàn thể']"
behavior,"['hành vi', 'chế độ', 'cách cư xử', 'cách sử xự', 'cách xử lý', 'cách ăn ở', 'lối', 'trạng thái', 'tập tính']"
ethology,"['tập tính học', 'phong tục học', 'Tập tính học']"
exercise,"['bài tập', 'luyện tập', 'sử dụng', 'sự tập luyện', 'tập luyện', 'tập thể dục', 'vận động', 'hành', 'làm', 'bài làm', 'bài thi diễn thuyết', 'làm băn khoăn', 'làm lo âu', 'làm phiền khổ', 'rèn luyện', 'rèn luyện thân thể', 'sự lễ bái', 'sự sử dụng', 'sự thi hành', 'sự thờ cúng', 'sự thực hiện', 'thi hành', 'thể dục', 'thể thao quốc phòng', 'thử thách', 'thực hiện', 'luyện', 'huấn luyện']"
concentrate,"['tập trung', 'chụm', 'cô đặc']"
conventionality,"['lễ nghi', 'tính nệ lễ nghi', 'tính nệ tập tục', 'tập quán', 'tập tục']"
practice stripping,['cannot found']
socks,"['bít tất', 'vớ', 'bít tất ngắn', 'tất']"
busy,"['bận rộn', 'bận', 'đang bận', 'mắc', 'bận việc', 'bộn rộn', 'cớm', 'bận bịu', 'có lắm việc', 'giao việc', 'lăng xăng', 'mật thám', 'náo nhiệt', 'sầm uất', 'đang có người dùng', 'đông đúc', 'đông', 'nhộn nhịp']"
all,"['tất cả', 'toàn bộ', 'mọi', 'hết thảy', 'toàn', 'các', 'hết', 'nguyên', 'phàm', 'tất', 'đều', 'thảy', 'trọn', 'after', 'hoàn toàn', 'suốt trọn', 'toàn thể', 'trọn vẹn', 'tất thảy', 'cả']"
of course,['cannot found']
New Year's Eve,['cannot found']
We're all good,['cannot found']
all over,['cannot found']
all,"['tất cả', 'toàn bộ', 'mọi', 'hết thảy', 'toàn', 'các', 'hết', 'nguyên', 'phàm', 'tất', 'đều', 'thảy', 'trọn', 'after', 'hoàn toàn', 'suốt trọn', 'toàn thể', 'trọn vẹn', 'tất thảy', 'cả']"
all way,['cannot found']
necessary,"['cần thiết', 'cần', 'quan trọng', 'tất yếu', 'nhu yếu', 'nhà xí', 'những thứ cần dùng', 'thiết yếu', 'tiền cần thiết', 'tất nhiên', 'việc cần thiết']"
disability,"['sự bất lực', 'khuyết tật', 'sự bất tài', 'sự tàn tật', 'tàn tật', 'sự khuyết tật', 'Người khuyết tật', 'người khuyết tật', 'söï oám yeáu taøn taät, beänh taät']"
illness,"['bệnh', 'sự đau yếu', 'đau yếu', 'ốm', 'bệnh tật', 'căn bệnh', 'sự đau ốm', 'tật', 'bệnh hoạn', 'chứng bệnh', 'chứng bịnh', 'sự ốm', 'tật bệnh', 'chứng']"
sir,"['ngài', 'thưa ông', 'ông', 'bẩm', 'tiên sinh!', 'gọi bằng ngài', 'gọi bằng tiên sinh', 'gọi bằng ông', 'hoàng thượng', 'thưa thủ trưởng', 'đức', 'anh']"
pipe,"['ống', 'điếu', 'thổi sáo', 'ống dẫn', 'ống sáo', 'ống điếu', 'hát lanh lảnh', 'hót lanh lảnh', 'thổi còi ra lệnh', 'thổi tiêu', 'tẩu thuốc', 'tẩu', 'dẫn', 'trông', 'nhìn', 'thùng', 'rít', 'còi của thuyền trưởng', 'kèn túi', 'thổi còi', 'thổi còi tập họp', 'thổi còi tập hợp', 'thổi vi vu', 'tiếng chim hót', 'tiếng hát', 'viền nối', 'đường bẫy chim rừng', 'đặt ống dẫn', 'ống quần', 'ống tiêu', 'đường ống']"
pipe crane,['cannot found']
code pipe,['cannot found']
spread out,['cannot found']
escape,"['trốn thoát', 'thoát', 'thoát khỏi', 'tránh', 'chạy khỏi', 'sự trốn thoát', 'thoát ra', 'trốn khỏi', 'cuộc trốn thoát', 'cuộc đào thoát', 'tránh được', 'trốn', 'tẩu thoát', 'vụ đào thoát', 'đào', 'sổng', 'xì', 'bỏ trốn', 'con đường thoát', 'lối thoát', 'thoát thân', 'thốt ra khỏi', 'tránh thoát']"
play,"['chơi', 'vở kịch', 'đánh', 'đóng', 'kịch', 'giỡn', 'biểu diễn', 'trò chơi', 'đùa giỡn', 'diễn', 'vở', 'lối chơi', 'nô đùa', 'vở tuồng', 'đóng vai', 'đấu', 'chơi khăm', 'cuộc thi đấu', 'sự vận hành', 'vụt qua', 'đấu với', 'phát', 'đi', 'chiếu', 'kéo', 'phun', 'giật', 'nả', 'bản kịch', 'chơi đùa', 'chập chờn', 'chỗ jơ', 'chỗ long', 'chỗ xộc xệch', 'cuộc đấu', 'cách chơi', 'cách chạy', 'cách xử sự', 'giả làm', 'hí kịch', 'khe hở', 'không làm việc', 'kịch nói', 'lung linh', 'làm chơi', 'lóng lánh', 'lấp lánh', 'nghỉ việc', 'nhấp nhô', 'nã vào', 'phun vào', 'phạm vi hoạt động', 'phạm vi xoay chuyển', 'sự chơi', 'sự giỡn', 'sự hoạt động', 'sự jơ', 'sự long', 'sự lung linh', 'sự lấp lánh', 'sự nghỉ việc', 'sự nhấp nhô', 'sự nô đùa', 'sự sử dụng', 'sự tung tăng', 'sự vui chơi', 'sự vận dụng', 'sự xoay chuyển', 'sự xộc xệch', 'sự óng ánh', 'sự đánh bạc', 'sự đùa giỡn', 'sự đấu', 'thi đấu với', 'trò cờ bạc', 'trò đùa', 'trận đấu', 'xỏ chơi', 'xử sự', 'xử sự như là', 'óng ánh', 'ăn ở', 'đánh bạc', 'đóng trong kịch', 'đùa nghịch', 'đấu pháp', 'độ hở', 'Chơi', 'Kịch nói', 'vở chèo', 'vở diễn', 'đưa ra']"
play music,['cannot found']
purchase,"['mua', 'tậu', 'sự mua', 'sự tậu được', 'chợ', 'sự tậu', 'palăng', 'chỗ bám vào', 'chỗ dựa vào', 'dây chão', 'dụng cụ bẩy lên', 'giành được', 'hoa lợi hằng năm', 'lên bằng ròng rọc', 'lợi tức hằng năm', 'lực bẩy', 'lực đòn bẩy', 'ròng rọc', 'thu hoạch hằng năm', 'tậu được', 'vật mua được', 'vật tậu được', 'điểm tựa', 'đòn bẩy']"
west,"['tây', 'hướng tây', 'phía tây', 'đông', 'phưng tây', 'từ hướng tây', 'về hướng tây', 'đoài', 'các nước phưng tây', 'gió tây', 'miền tây', 'miền tây nước Anh', 'miền tây nước Mỹ', 'xứ Ai-len', 'xứ Ê-cốt', 'ở phía tây', 'phát âm']"
northwest,"['phía tây bắc', 'Hướng Tây Bắc', 'hướng Tây Bắc', 'tây bắc']"
Western Palace,['cannot found']
Western studies,['cannot found']
Western calendar,['cannot found']
southwest,"['phía tây nam', 'Hướng Tây Nam', 'hướng tây nam', 'nam tây', 'tây nam']"
southwest,"['phía tây nam', 'Hướng Tây Nam', 'hướng tây nam', 'nam tây', 'tây nam']"
Westernization,"['Tây hóa', 'sự Tây phương hoá', 'Âu hóa', '西方化']"
private west,['cannot found']
western,"['phương tây', 'tây', 'của phưng tây', 'người miền tây', 'phía tây', 'tây phương']"
extermination,"['sự tiêu diệt', 'sự huỷ diệt', 'sự hủy diệt', 'sự triệt']"
eraser,"['cái tẩy', 'cục gôm', 'cục tẩy', 'tẩy chì', 'gôm', 'tẩy', 'viên tẩy', 'Tẩy chì']"
boycott,"['tẩy chay', 'bài xích', 'sự tẩy chay', 'Tẩy chay']"
brainwashing,['sự tẩy não']
absolution,"['sự miễn xá', 'sự tha tội', 'sự xá tội', 'xá tội']"
bleaching,['tẩy trắng']
eradication,"['sự nhổ rễ', 'sự trừ tiệt', 'sự thủ tiêu']"
disinfection,"['tẩy uế', 'sự khử trùng', 'sự tẩy uế']"
pain,"['đau', 'đau đớn', 'khổ', 'sự đau đớn', 'cơn đau', 'niềm đau', 'nỗi đau', 'hình phạt', 'làm đau khổ', 'làm đau đớn', 'nỗi đau khổ', 'nỗi đau đớn', 'sự đau khổ', 'sự đau đẻ', 'đau nhức', 'Đau', 'söï ñau ñôùn, söï ñau khoå']"
te,['cannot found']
I'm pale,['cannot found']
I love you,['cannot found']
tea,"['trà', 'chè', 'nước trà', 'nước chè', '茶', 'chà', 'chén trà', '𦷨', 'lá chè', 'lá trà', 'bữa trà', 'cây chè', 'mời uống trà', 'tiệc trà', 'uống trà']"
hehe,['cannot found']
boring,"['buồn tẻ', 'bẩm sinh', 'chán ngắt', 'chí', 'hết sức', 'lỗ khoan', 'nhàm', 'nhàm chán', 'phoi khoan', 'sự khoan', 'sự đào', 'thậm', 'đẻ ra đã là', 'Khoan', 'chán', 'khoan', 'nhạt nhẽo', 'tẻ nhạc', 'tẻ nhạt']"
boring,"['buồn tẻ', 'bẩm sinh', 'chán ngắt', 'chí', 'hết sức', 'lỗ khoan', 'nhàm', 'nhàm chán', 'phoi khoan', 'sự khoan', 'sự đào', 'thậm', 'đẻ ra đã là', 'Khoan', 'chán', 'khoan', 'nhạt nhẽo', 'tẻ nhạc', 'tẻ nhạt']"
teh,['cannot found']
fall,"['rớt', 'ngã', 'rơi', 'té', 'mùa thu', 'xuống', 'sự rơi', 'thu', 'đổ', 'sa', 'rơi xuống', 'thác', 'rụng', 'sụt', 'nhằm', 'xìu', 'ghềnh', 'bậc nước', 'cột nước', 'dây ròng rọc', 'dốc xuống', 'hướng đi xuống', 'keo vật', 'lưới che mặt', 'lượng mưa', 'lượng tuyết', 'lứa cừu con', 'mùa lá rụng', 'mạng che mặt', 'số lượng cây ngả', 'số lượng gỗ xẻ', 'sự giảm giá', 'sự hạ', 'sự mất địa vị', 'sự ngã', 'sự rũ xuống', 'sự rụng xuống', 'sự sa ngã', 'sự sa sút', 'sự suy sụp', 'sự sụp đổ', 'sự sụt giá', 'sự vật ngã', 'sự xuống dốc', 'sự xuống thế', 'sự đẻ', 'thác nước', 'thúc thủ', 'thất thủ', 'đổ nhào', 'giáng', '秋', 'hạ thấp', 'sụp đổ', 'trở nên', 'xảy ra']"
fall out,['cannot found']
fall,"['rớt', 'ngã', 'rơi', 'té', 'mùa thu', 'xuống', 'sự rơi', 'thu', 'đổ', 'sa', 'rơi xuống', 'thác', 'rụng', 'sụt', 'nhằm', 'xìu', 'ghềnh', 'bậc nước', 'cột nước', 'dây ròng rọc', 'dốc xuống', 'hướng đi xuống', 'keo vật', 'lưới che mặt', 'lượng mưa', 'lượng tuyết', 'lứa cừu con', 'mùa lá rụng', 'mạng che mặt', 'số lượng cây ngả', 'số lượng gỗ xẻ', 'sự giảm giá', 'sự hạ', 'sự mất địa vị', 'sự ngã', 'sự rũ xuống', 'sự rụng xuống', 'sự sa ngã', 'sự sa sút', 'sự suy sụp', 'sự sụp đổ', 'sự sụt giá', 'sự vật ngã', 'sự xuống dốc', 'sự xuống thế', 'sự đẻ', 'thác nước', 'thúc thủ', 'thất thủ', 'đổ nhào', 'giáng', '秋', 'hạ thấp', 'sụp đổ', 'trở nên', 'xảy ra']"
stamp,"['tem', 'dấu', 'tem thư', 'giậm', '印章', '篆', 'triện', 'đóng dấu', 'ấn chương', 'con dấu', 'dán tem vào', 'dấu bảo đảm', 'giậm chân', 'nhãn hiệu', 'đóng dấu lên', 'dấu mộc', 'ấn triện', 'loại', 'nghiền', 'đạp', 'giẵm', 'hạng', 'bóng dáng', 'chày nghiền quặng', 'chứng tỏ', 'dấu hiệu', 'dấu hiệu đặc trưng', 'dấu ấn', 'in dấu lên', 'in vào', 'khí phách', 'sự giậm chân', 'tỏ rõ', 'ấn']"
stamps,['cannot found']
craving hem,['cannot found']
dirty,"['dơ', 'bẩn', 'bẩn thỉu', 'xấu', 'xấu xa', 'tục tĩu', 'bậy bạ', 'trái luật', 'bậy', 'bất hợp pháp', 'không', 'bẩn tưởi', 'tối', 'làm bẩn', 'nhơ', 'cáu', 'cáu ghét', 'dơ bẩn', 'làm dơ', 'thô bỉ', 'lem', 'rếch', 'khè', 'bầy hầy', 'bị dơ', 'cáu bẩn', 'dơ dáy', 'hèn hạ', 'không hợp pháp', 'không sáng', 'luôm nhuôm', 'làm vấy bùn', 'làm xấu', 'lọ lem', 'nhôm nham', 'nhơ nhốc', 'nhớp nháp bẩn thỉu', 'phi nghĩa', 'thành bẩn thỉu', 'thành dơ bẩn', 'vấy bẩn', 'ô uế', 'đáng khinh', 'đê tiện', 'đầy bùn bẩn']"
sleepy,"['buồn ngủ', 'ngái ngủ', 'im lìm', 'héo nẫu', 'kém hoạt động', 'làm buồn ngủ', 'uể oải']"
Tem,['mười']
name,"['tên', 'đặt tên', 'tiếng tăm', 'cho tên', 'chọn', 'nhận', 'danh', 'danh hiệu', 'danh tính', 'danh xưng', 'mệnh danh', 'danh nghĩa', 'tên gọi', 'danh tiếng', 'danh từ', 'nói rõ', 'tiếng', 'bổ dụng', 'bổ nhiệm', 'chỉ định', 'danh nhân', 'dòng họ', 'gọi tên', 'tên họ', 'định rõ', 'teân', 'gọi là', 'quý danh']"
cynical,"['bất chấp đạo lý', 'hay giễu cợt', 'hay nhạo báng', 'hoài nghi', 'khuyến nho', 'người hay giễu cợt', 'người hay nhạo báng', 'người hoài nghi', 'người yếm thế', 'nhà khuyến nho', 'nhìn đời một cách tiêu cực', 'thiếu tin tưởng vào cuộc đời', 'yếm thế']"
humbly,['một cách nhún nhường']
teng beng,['cannot found']
atrophic,['cannot found']
meow,"['ngoao', 'meo meo', 'meo']"
little,"['ít', 'nhỏ', 'tiểu', 'bé', 'một chút', 'ngắn', 'một ít', 'nhỏ bé', 'tầm thường', 'bé bỏng', 'bé mọn', 'nhí', 'út', 'be bỏng', 'bé nhỏ', 'chẳng bao nhiêu', 'hẹp hòi', 'không một chút nào', 'không nhiều', 'một quâng ngắn', 'một thời gian ngắn', 'ngắn ngủi', 'nhỏ mọn', 'nhỏ nhen', 'nhỏ nhoi', 'ti tiện', 'ít ỏi', 'ta', 'nào', 'không quan trọng']"
cloves,['đinh hương']
shrimp,"['tôm', 'con tôm', 'bắt tôm', 'câu tôm', 'người lùn', 'người thấp bé', 'Tôm', 'Tôm nõn', 'tôm thực sự']"
smack,"['tát', 'vỗ', 'thoáng có vị', 'chép', 'vẻ', 'bớp', 'quất', 'chép môi', 'cái hôi kêu', 'cái tát', 'cái vỗ', 'cái đập', 'có mùi là lạ', 'có vẻ', 'có vị là lạ', 'cú đập mạnh', 'mùi thoang thoảng', 'một chút', 'thoáng có mùi', 'tiếng bốp', 'tiếng chát', 'tiếng chép môi', 'tàu đánh cá', 'tạt tai', 'vị thoang thoảng', 'vụt kêu vun vút', 'đánh bốp một cái', 'đánh chát một cái', 'đúng ngay vào', 'phát', 'tạt']"
tet,['ngày Tết']
teh,['cannot found']
numb,"['tê', 'tê cóng', 'chết lặng', 'chết lặng đi', 'làm chết lặng đi', 'làm tê', 'làm tê cóng đi', 'làm tê liệt', 'tê liệt']"
palsied,"['bị liệt', 'bị tê liệt']"
Rhino,"['tê giác', 'tiền', 'của rhinoceros', 'Tê giác', 'con tê giác']"
paralyze,"['làm liệt', 'làm tê liệt', 'làm đờ ra']"
torpid,"['bơ thờ', 'lười biếng', 'mê mụ', 'ngủ lịm', 'trì độn']"
rhinoceros,"['tê giác', '犀角', 'con tê giác', 'Tê giác', 'tê']"
numb,"['tê', 'tê cóng', 'chết lặng', 'chết lặng đi', 'làm chết lặng đi', 'làm tê', 'làm tê cóng đi', 'làm tê liệt', 'tê liệt']"
pangolin,"['tê tê', 'trút', 'con tê tê']"
Numbness is low,['cannot found']
teh,['cannot found']
tidied up,['cannot found']
family,"['gia đình', 'họ', 'gia tộc', 'gia đinh', '家庭', 'già đình', 'nhà', 'chủng tộc', 'dòng dõi', 'dòng họ', 'gia quyến', 'gia thế', 'hệ thống', 'ngữ hệ', 'tập hợp', 'gia', 'hộ', 'con cái', 'phiên âm']"
camouflage,"['ngụy trang', 'sự nguỵ trang', 'hóa trang', 'nguỵ trang', 'sự ngụy trang', 'vật để ngụy trang', 'Ngụy trang']"
gather,"['tập hợp', 'thu thập', 'hái', 'tham gia', 'tụ tập', 'gom', 'hiểu', 'suy ra', 'tụ họp', 'tụ họp lại', 'nhóm', 'họp', 'lượm', 'nhặt', 'lấy', 'xúm', 'dồn', 'vơ', 'mưng', 'chun', 'tụm', 'chụm', 'nhăn', 'họp hành', 'hội họp', 'kéo đến', 'kết luận', 'lấy lại', 'nhóm họp', 'nắm được', 'phóng đại', 'sum vầy', 'to ra', 'tăng lên', 'tập hợp lại', 'tập kết', 'tập trung tích luỹ', 'tề tựu', 'xum họp', 'hợp', 'coai', 'gắp', 'làm mủ', 'lên mủ', 'mưng mủ', 'thu hoạch', 'tập trung']"
chancellery,"['chức thủ tướng', 'phủ thủ tướng', 'văn phòng lãnh sự', 'văn phòng đại sứ']"
epidemiology,"['dịch tễ học', 'Dịch tễ học', 'dịch tễ học 疫齊學', 'khoa nghiên cứu dịch tễ']"
economy,"['kinh tế', 'tiết kiệm', 'nền kinh tế', 'cơ cấu tổ chức', 'phương pháp tiết kiệm', 'sự tiết kiệm', 'tổ chức kinh tế']"
