Index,Target,Response
19,đường nước đổ,"['đường đẳng tích', 'đường đẳng trị', 'đường đẳng từ khuynh', 'đường đẳng từ thiên', 'đường đất', 'đương đầu', 'đường dây', 'đường dây 500 kv bắc - nam', 'đường đáy ảnh', 'đường dây dài', 'đường dây đo', 'đường dày hình xoắn', 'đường dây nóng', 'đường dây tải điện', 'đường dây thuê bao', 'đường dây xích', 'đường đen', 'đường đi bộ', 'đường điều dẫn', 'đường đinh ốc', 'đường đỏ', 'đường đo áp', 'đường đô thị', 'đường đoạn nhiệt', 'đường đoản thời', 'đường đoản trình', 'đương đối', 'đường đôi', 'đường đời', 'đường đổi ngày', 'đường dòng', 'đường đồng mức', 'đường đồng ngữ', 'đường đột', 'đương dương', 'đường đường', 'đường đường chính chính', 'đường gấp khúc', 'đường giao có đảo', 'đường giáp nước', 'đường gom', 'đường goòng', 'đường hạ cánh', 'đường hầm', 'đường hàng hải', 'đường hàng không', 'đường hàng không quốc tế', 'đường hồ chí minh trên biển', 'đường hoàng', 'đường hướng', 'đường hướng máy', 'đường kế', 'đường khâu', 'đường không biến dạng', 'đường khúc kỉnh', 'đương kim', 'đường kính', 'đường lại', 'đường lâm nghiệp', 'đường lang', 'đường lánh nạn', 'đường lemniscat becnuli', 'đường liên lạc', 'đường lối', 'đường lối đổi mới của việt nam', 'đường lối mới của rudơven', 'đường lối quân sự của đảng cộng sản việt nam', 'đường luật', 'đương lượng', 'đương lượng cơ của nhiệt', 'đương lượng điện hoá', 'đương lượng gam của một nguyên tố hay hợp chất', 'đương lượng hoá học', 'đương lượng nhiệt', 'đương lượng tnt', 'đường mạnh', 'đường mật', 'đường mất oxi', 'đường mây', 'đường mép nước', 'đường mòn', 'đường mòn du lịch sinh thái', 'đường mòn hồ chí minh', 'đường một ray', 'đường mức', 'đường nén và đường nở', 'đường nét', 'đường ngắm', 'đường ngang', 'đường ngào', 'đường ngôi', 'đường ngu', 'đường nhánh', 'đương nhiệm', 'đương nhiên', 'đường nhựa', 'đường nối', 'đường nước', 'đường nước dâng', 'đường nước đổ']"
19,đường thi,"['đường hướng', 'đường hướng máy', 'đường kế', 'đường khâu', 'đường không biến dạng', 'đường khúc kỉnh', 'đương kim', 'đường kính', 'đường lại', 'đường lâm nghiệp', 'đường lang', 'đường lánh nạn', 'đường lemniscat becnuli', 'đường liên lạc', 'đường lối', 'đường lối đổi mới của việt nam', 'đường lối mới của rudơven', 'đường lối quân sự của đảng cộng sản việt nam', 'đường luật', 'đương lượng', 'đương lượng cơ của nhiệt', 'đương lượng điện hoá', 'đương lượng gam của một nguyên tố hay hợp chất', 'đương lượng hoá học', 'đương lượng nhiệt', 'đương lượng tnt', 'đường mạnh', 'đường mật', 'đường mất oxi', 'đường mây', 'đường mép nước', 'đường mòn', 'đường mòn du lịch sinh thái', 'đường mòn hồ chí minh', 'đường một ray', 'đường mức', 'đường nén và đường nở', 'đường nét', 'đường ngắm', 'đường ngang', 'đường ngào', 'đường ngôi', 'đường ngu', 'đường nhánh', 'đương nhiệm', 'đương nhiên', 'đường nhựa', 'đường nối', 'đường nước', 'đường nước dâng', 'đường nước đổ', 'đường nước tải trọng', 'đường ô tô', 'đường ống', 'đường ôtô (trong đô thị)', 'đường phân', 'đường phân giác', 'đường phân giác của một góc', 'đường phân thuỷ', 'đường phân thuỷ lớn', 'đường phèn', 'đường phên', 'đường phố', 'đường phương', 'đường quá trình lưu lượng', 'đường quá trình mực nước', 'đường quan', 'đương quy', 'đường rạch', 'đường ray', 'đường rầy', 'đường rò', 'đường ruột dê', 'đường sá', 'đường sắt', 'đường sắt chuyên dùng', 'đường sắt đô thị', 'đường sắt quốc gia', 'đường sinh', 'đường sống núi', 'đương sự', 'đương sự (trong các vụ án dân sự, kinh tế, lao động)', 'đương sự trong vụ án dân sự', 'đường sức', 'đường sườn', 'đường tạm', 'đường tam tạng', 'đường táng', 'đường thần đạo', 'đường thẳng', 'đường thẳng chéo nhau', 'đường thăng hoa', 'đường thẳng song song', 'đường thẳng tựa', 'đường thẳng tựa.', 'đường thẳng ximxơn', 'đường thành', 'đường thẻ', 'đương thì', 'đường thi']"
19,đusanbe,"['đường nước dâng', 'đường nước đổ', 'đường nước tải trọng', 'đường ô tô', 'đường ống', 'đường ôtô (trong đô thị)', 'đường phân', 'đường phân giác', 'đường phân giác của một góc', 'đường phân thuỷ', 'đường phân thuỷ lớn', 'đường phèn', 'đường phên', 'đường phố', 'đường phương', 'đường quá trình lưu lượng', 'đường quá trình mực nước', 'đường quan', 'đương quy', 'đường rạch', 'đường ray', 'đường rầy', 'đường rò', 'đường ruột dê', 'đường sá', 'đường sắt', 'đường sắt chuyên dùng', 'đường sắt đô thị', 'đường sắt quốc gia', 'đường sinh', 'đường sống núi', 'đương sự', 'đương sự (trong các vụ án dân sự, kinh tế, lao động)', 'đương sự trong vụ án dân sự', 'đường sức', 'đường sườn', 'đường tạm', 'đường tam tạng', 'đường táng', 'đường thần đạo', 'đường thẳng', 'đường thẳng chéo nhau', 'đường thăng hoa', 'đường thẳng song song', 'đường thẳng tựa', 'đường thẳng tựa.', 'đường thẳng ximxơn', 'đường thành', 'đường thẻ', 'đương thì', 'đường thi', 'đường thị', 'đường thiên lí', 'đương thời', 'đường thông tin', 'đường thủy nội địa', 'đường tiệm cận', 'đường tiệm cận của một đường cong phẳng', 'đường tơ lụa', 'đường tổng cột nước', 'đường trắc địa', 'đường tràn', 'đường treo', 'đương triều', 'đường triều thái bảo', 'đường tròn', 'đường trục', 'đường trung bình', 'đường trung đoạn', 'đường trung hoà', 'đường trung kế', 'đường trung trực', 'đường trung tuyến của một tam giác', 'đương trường', 'đường trường', 'đường trường sơn', 'đường trượt', 'đường truyền dẫn', 'đường từ huệ', 'đường tý đương xa', 'đường ưu tiên', 'đường vận xuất gỗ', 'đường vành đai', 'đường viền', 'đường viền thấm', 'đường vuông góc', 'đường xả cát', 'đường xe điện', 'đường xe điện ngầm', 'đường xe lửa', 'đường xoắn ốc', 'đường xoáy', 'đường xoáy ốc', 'đường xtiloen', 'đuột', 'đúp', 'đụp', 'đura', 'đuren', 'đusanbe']"
19,đysprosi,"['đương thì', 'đường thi', 'đường thị', 'đường thiên lí', 'đương thời', 'đường thông tin', 'đường thủy nội địa', 'đường tiệm cận', 'đường tiệm cận của một đường cong phẳng', 'đường tơ lụa', 'đường tổng cột nước', 'đường trắc địa', 'đường tràn', 'đường treo', 'đương triều', 'đường triều thái bảo', 'đường tròn', 'đường trục', 'đường trung bình', 'đường trung đoạn', 'đường trung hoà', 'đường trung kế', 'đường trung trực', 'đường trung tuyến của một tam giác', 'đương trường', 'đường trường', 'đường trường sơn', 'đường trượt', 'đường truyền dẫn', 'đường từ huệ', 'đường tý đương xa', 'đường ưu tiên', 'đường vận xuất gỗ', 'đường vành đai', 'đường viền', 'đường viền thấm', 'đường vuông góc', 'đường xả cát', 'đường xe điện', 'đường xe điện ngầm', 'đường xe lửa', 'đường xoắn ốc', 'đường xoáy', 'đường xoáy ốc', 'đường xtiloen', 'đuột', 'đúp', 'đụp', 'đura', 'đuren', 'đusanbe', 'đút', 'đụt', 'đứt', 'đứt bữa', 'đứt đoạn', 'đứt đuôi', 'đứt đuôi con nòng nọc', 'đứt gánh', 'đứt gãy', 'đứt gẫy', 'đứt gãy sâu', 'đứt gãy và nối lại', 'đút lót', 'đút nút', 'đứt ruột', 'đút túi', 'đuyboa e.', 'đuyclô j.', 'đuyêckhem ê.', 'đuyma a.', 'đuyô', 'đuyprê l.', 'đuyrenmat f.', 'đuyrinh k. ơ.', 'đvaravati', 'đvôrjac a.', 'đxô', 'đy-na-mô', 'đysprosi']"
20,e,"['đường từ huệ', 'đường tý đương xa', 'đường ưu tiên', 'đường vận xuất gỗ', 'đường vành đai', 'đường viền', 'đường viền thấm', 'đường vuông góc', 'đường xả cát', 'đường xe điện', 'đường xe điện ngầm', 'đường xe lửa', 'đường xoắn ốc', 'đường xoáy', 'đường xoáy ốc', 'đường xtiloen', 'đuột', 'đúp', 'đụp', 'đura', 'đuren', 'đusanbe', 'đút', 'đụt', 'đứt', 'đứt bữa', 'đứt đoạn', 'đứt đuôi', 'đứt đuôi con nòng nọc', 'đứt gánh', 'đứt gãy', 'đứt gẫy', 'đứt gãy sâu', 'đứt gãy và nối lại', 'đút lót', 'đút nút', 'đứt ruột', 'đút túi', 'đuyboa e.', 'đuyclô j.', 'đuyêckhem ê.', 'đuyma a.', 'đuyô', 'đuyprê l.', 'đuyrenmat f.', 'đuyrinh k. ơ.', 'đvaravati', 'đvôrjac a.', 'đxô', 'đy-na-mô', 'đysprosi']"
20,electrum,"['e', 'e ấp', 'e dè', 'e é', 'e hèm', 'e lệ', 'e líp', 'e ngại', 'e rằng', 'e sợ', 'e thẹn', 'e.', 'ea hơleo', 'ea ka', 'ea súp', 'ean', 'eapa', 'ebonit', 'ebrd', 'ebrô', 'ec', 'eca', 'ecđyson', 'ece', 'ecgôđa', 'ecgônômi', 'eclac', 'eclangga', 'eclogit', 'ecmôlôva m. n.', 'ecosoc', 'ecosys', 'ecpet mắt', 'ectêbơlê', 'ecu', 'ecvn', 'ecxtơ', 'eczema', 'edi', 'eđixơn t. a.', 'eec', 'efen', 'efen j.', 'efta', 'egirin', 'eisa', 'el nino', 'elastome', 'electron', 'electron - vôn', 'electrum']"
20,entropi thông tin,"['e', 'e ấp', 'e dè', 'e é', 'e hèm', 'e lệ', 'e líp', 'e ngại', 'e rằng', 'e sợ', 'e thẹn', 'e.', 'ea hơleo', 'ea ka', 'ea súp', 'ean', 'eapa', 'ebonit', 'ebrd', 'ebrô', 'ec', 'eca', 'ecđyson', 'ece', 'ecgôđa', 'ecgônômi', 'eclac', 'eclangga', 'eclogit', 'ecmôlôva m. n.', 'ecosoc', 'ecosys', 'ecpet mắt', 'ectêbơlê', 'ecu', 'ecvn', 'ecxtơ', 'eczema', 'edi', 'eđixơn t. a.', 'eec', 'efen', 'efen j.', 'efta', 'egirin', 'eisa', 'el nino', 'elastome', 'electron', 'electron - vôn', 'electrum', 'elip', 'e-lip', 'elip sai số', 'elipxoit', 'elipxoit tham khảo', 'elipxoit trái đất tổng quát', 'elôra', 'eluvi', 'em', 'em chồng', 'em dâu', 'em em', 'em gái', 'em họ', 'em rể', 'em út', 'emetin', 'emitơ', 'emoit', 'emơrôt', 'emot', 'emơxơn r. o.', 'empêđôclet', 'ems', 'emu', 'emulit', 'emunxi', 'en', 'en aiun', 'en en', 'en grêcô', 'en kôoet', 'en ni-nô', 'en xanvađo', 'enbơ', 'enbuôc', 'enđonucleaza', 'eng éc', 'enghen f.', 'engram', 'enol', 'enso', 'enstatit - hipecten', 'ensteni', 'entanpi', 'entanpi tự do', 'entropi', 'entropi hoạt hoá', 'entropi thông tin']"
20,etin,"['electron - vôn', 'electrum', 'elip', 'e-lip', 'elip sai số', 'elipxoit', 'elipxoit tham khảo', 'elipxoit trái đất tổng quát', 'elôra', 'eluvi', 'em', 'em chồng', 'em dâu', 'em em', 'em gái', 'em họ', 'em rể', 'em út', 'emetin', 'emitơ', 'emoit', 'emơrôt', 'emot', 'emơxơn r. o.', 'empêđôclet', 'ems', 'emu', 'emulit', 'emunxi', 'en', 'en aiun', 'en en', 'en grêcô', 'en kôoet', 'en ni-nô', 'en xanvađo', 'enbơ', 'enbuôc', 'enđonucleaza', 'eng éc', 'enghen f.', 'engram', 'enol', 'enso', 'enstatit - hipecten', 'ensteni', 'entanpi', 'entanpi tự do', 'entropi', 'entropi hoạt hoá', 'entropi thông tin', 'enxi', 'enxin b. n.', 'enxo j. x.', 'enzim', 'enzim cố định', 'eo', 'eo biển', 'eo biển quốc tế', 'eo đất', 'eo ếch', 'eo éo', 'eo hẹp', 'eo lưng', 'eo óc', 'eo ôi', 'eo sèo', 'eo xách', 'eo xèo (eo sèo)', 'eoq', 'eosin', 'eoxen', 'epc', 'epfen (tháp)', 'epheđrin', 'epiđot', 'epoxi', 'eptusenkô e. a.', 'eqs', 'eribi', 'erơlich p.', 'erơnxtơ m.', 'escap', 'escwa', 'esdi', 'esin', 'esperanto', 'este', 'este hoá', 'etan', 'etanal', 'etanol', 'ete', 'ete dầu hoả', 'ete hoá', 'ethernet', 'etiđium bromua', 'etilen glicol', 'etilien', 'etin']"
20,extơrat,"['entropi hoạt hoá', 'entropi thông tin', 'enxi', 'enxin b. n.', 'enxo j. x.', 'enzim', 'enzim cố định', 'eo', 'eo biển', 'eo biển quốc tế', 'eo đất', 'eo ếch', 'eo éo', 'eo hẹp', 'eo lưng', 'eo óc', 'eo ôi', 'eo sèo', 'eo xách', 'eo xèo (eo sèo)', 'eoq', 'eosin', 'eoxen', 'epc', 'epfen (tháp)', 'epheđrin', 'epiđot', 'epoxi', 'eptusenkô e. a.', 'eqs', 'eribi', 'erơlich p.', 'erơnxtơ m.', 'escap', 'escwa', 'esdi', 'esin', 'esperanto', 'este', 'este hoá', 'etan', 'etanal', 'etanol', 'ete', 'ete dầu hoả', 'ete hoá', 'ethernet', 'etiđium bromua', 'etilen glicol', 'etilien', 'etin', 'etyl axetoaxetat', 'etyl clorua', 'etylat', 'eu', 'eucaryota', 'euro', 'euronet', 'europi', 'eurypteria', 'evân a. j.', 'exaki l.', 'exiton', 'exkimô', 'exon', 'exonucleaza', 'extônia', 'extơrađa j.', 'extơrat']"
21,é,"['eo xách', 'eo xèo (eo sèo)', 'eoq', 'eosin', 'eoxen', 'epc', 'epfen (tháp)', 'epheđrin', 'epiđot', 'epoxi', 'eptusenkô e. a.', 'eqs', 'eribi', 'erơlich p.', 'erơnxtơ m.', 'escap', 'escwa', 'esdi', 'esin', 'esperanto', 'este', 'este hoá', 'etan', 'etanal', 'etanol', 'ete', 'ete dầu hoả', 'ete hoá', 'ethernet', 'etiđium bromua', 'etilen glicol', 'etilien', 'etin', 'etyl axetoaxetat', 'etyl clorua', 'etylat', 'eu', 'eucaryota', 'euro', 'euronet', 'europi', 'eurypteria', 'evân a. j.', 'exaki l.', 'exiton', 'exkimô', 'exon', 'exonucleaza', 'extônia', 'extơrađa j.', 'extơrat']"
21,ét-xte,"['é', 'éc', 'éc éc', 'ém', 'ém dẹm', 'ém nhẹm', 'ém phèn', 'én', 'én hộc', 'éo éo', 'éo le', 'ép', 'ép bức', 'ép buộc', 'ép cấp, ép giá', 'ép chảy', 'ép đùn chất dẻo', 'ép đùn gạch', 'ép duyên', 'ép liễu nài hoa', 'ép lòng', 'ép nài', 'ép phổi', 'ép uổng', 'ét-xăng', 'ét-xte']"
22,è,"['é', 'éc', 'éc éc', 'ém', 'ém dẹm', 'ém nhẹm', 'ém phèn', 'én', 'én hộc', 'éo éo', 'éo le', 'ép', 'ép bức', 'ép buộc', 'ép cấp, ép giá', 'ép chảy', 'ép đùn chất dẻo', 'ép đùn gạch', 'ép duyên', 'ép liễu nài hoa', 'ép lòng', 'ép nài', 'ép phổi', 'ép uổng', 'ét-xăng', 'ét-xte']"
22,èo uột,"['è', 'è cổ', 'è è', 'èo èo', 'èo ẽo', 'èo ọt', 'èo uột']"
23,ẽ,"['è', 'è cổ', 'è è', 'èo èo', 'èo ẽo', 'èo ọt', 'èo uột']"
23,ẽo ợt,"['ẽo à', 'ẽo ẹt', 'ẽo ợt']"
24,ẻ,"['ẽo à', 'ẽo ẹt', 'ẽo ợt']"
24,ẻo lả,['ẻo lả']
25,ê,['ẻo lả']
25,êm thấm,"['ê', 'ê a', 'ê ẩm', 'ê chề', 'ê chệ', 'ê đê', 'ê ê', 'ê hề', 'ê ke', 'ê mặt', 'ê răng', 'ê te', 'ê tô', 'ê trệ', 'ê.', 'êbe j. r.', 'ê-bô-nít', 'êcôxe', 'ê-cu', 'êcuađo', 'êdôp', 'êgiê', 'êkatêrina ii', 'êke', 'ê-ke', 'ê-kíp', 'êklêdia', 'êlêgi', 'êliơt t. x.', 'êlizabet i', 'êlizabet ii', 'êlua p.', 'êm', 'êm ả', 'êm ái', 'êm ấm', 'êm ắng', 'êm chuyện', 'êm dằm', 'êm đềm', 'êm đẹp', 'êm dịu', 'êm êm', 'êm giấc', 'êm lặng', 'êm lòng', 'êm ro', 'êm rơ', 'êm ru', 'êm tai', 'êm thấm']"
25,êzôp,"['ê', 'ê a', 'ê ẩm', 'ê chề', 'ê chệ', 'ê đê', 'ê ê', 'ê hề', 'ê ke', 'ê mặt', 'ê răng', 'ê te', 'ê tô', 'ê trệ', 'ê.', 'êbe j. r.', 'ê-bô-nít', 'êcôxe', 'ê-cu', 'êcuađo', 'êdôp', 'êgiê', 'êkatêrina ii', 'êke', 'ê-ke', 'ê-kíp', 'êklêdia', 'êlêgi', 'êliơt t. x.', 'êlizabet i', 'êlizabet ii', 'êlua p.', 'êm', 'êm ả', 'êm ái', 'êm ấm', 'êm ắng', 'êm chuyện', 'êm dằm', 'êm đềm', 'êm đẹp', 'êm dịu', 'êm êm', 'êm giấc', 'êm lặng', 'êm lòng', 'êm ro', 'êm rơ', 'êm ru', 'êm tai', 'êm thấm', 'êm thắm', 'êm trời', 'êminexcu m.', 'ênexcu g.', 'ênêxiđem', 'ênixây', 'êphedơ', 'êpichtet', 'êpiđorơ', 'êpiquya', 'êraxmut đ.', 'êrenbua i. g.', 'êriê', 'êritrêa', 'ê-te', 'êtiôpia', 'êtô', 'êtuyt', 'êu', 'êu êu', 'êu ôi', 'êvơrextơ', 'êxênin x. a.', 'êzôp']"
26,ề,"['ê-ke', 'ê-kíp', 'êklêdia', 'êlêgi', 'êliơt t. x.', 'êlizabet i', 'êlizabet ii', 'êlua p.', 'êm', 'êm ả', 'êm ái', 'êm ấm', 'êm ắng', 'êm chuyện', 'êm dằm', 'êm đềm', 'êm đẹp', 'êm dịu', 'êm êm', 'êm giấc', 'êm lặng', 'êm lòng', 'êm ro', 'êm rơ', 'êm ru', 'êm tai', 'êm thấm', 'êm thắm', 'êm trời', 'êminexcu m.', 'ênexcu g.', 'ênêxiđem', 'ênixây', 'êphedơ', 'êpichtet', 'êpiđorơ', 'êpiquya', 'êraxmut đ.', 'êrenbua i. g.', 'êriê', 'êritrêa', 'ê-te', 'êtiôpia', 'êtô', 'êtuyt', 'êu', 'êu êu', 'êu ôi', 'êvơrextơ', 'êxênin x. a.', 'êzôp']"
26,ềnh ềnh,"['ề', 'ề à', 'ềnh', 'ềnh ềnh']"
27,ế,"['ề', 'ề à', 'ềnh', 'ềnh ềnh']"
27,ếp,"['ế', 'ế ẩm', 'ế mình', 'ếch', 'ếch bà', 'ếch ngồi đáy giếng', 'ếch nhái', 'ếch trun', 'ếm', 'ếp']"
28,ễ,"['ế', 'ế ẩm', 'ế mình', 'ếch', 'ếch bà', 'ếch ngồi đáy giếng', 'ếch nhái', 'ếch trun', 'ếm', 'ếp']"
28,ễu ợt,"['ễn', 'ễng bụng', 'ễnh', 'ễnh ruột', 'ễnh ương', 'ễu ợt']"
29,ể,"['ễn', 'ễng bụng', 'ễnh', 'ễnh ruột', 'ễnh ương', 'ễu ợt']"
29,ểnh ảng,"['ể mình', 'ểnh', 'ểnh ảng']"
30,g,"['ể mình', 'ểnh', 'ểnh ảng']"
30,gà nòi,"['g', 'g9', 'ga', 'gá', 'gà', 'gã', 'gả', 'gạ', 'gà ác', 'gá bạc', 'gả bán', 'gà broilơ', 'gà chọi', 'gả chồng', 'gá chứa', 'gạ chuyện', 'gà cồ', 'gà công nghiệp', 'gà coocnisơ', 'gà đá', 'gá đặt', 'gà đẻ gà cục tác', 'gà đồng', 'gà đông tảo', 'ga đường sắt', 'gà gà', 'gạ gẫm', 'gà gật', 'gà gáy', 'gà giò', 'gà gô', 'gà hồ', 'gà hoa', 'gà hoa mơ', 'gà hybrô', 'gà kiến', 'gà kim tiền', 'gà lơ go', 'gà lơgo', 'gà lôi', 'gà lôi lam', 'gà mã lửa', 'gà mái', 'gà mái ghẹ', 'gà mái mơ', 'gà mèn', 'gà mía', 'gà mờ', 'gá nghĩa', 'gà niu hampsơ', 'gà nòi']"
30,gác kinh,"['g', 'g9', 'ga', 'gá', 'gà', 'gã', 'gả', 'gạ', 'gà ác', 'gá bạc', 'gả bán', 'gà broilơ', 'gà chọi', 'gả chồng', 'gá chứa', 'gạ chuyện', 'gà cồ', 'gà công nghiệp', 'gà coocnisơ', 'gà đá', 'gá đặt', 'gà đẻ gà cục tác', 'gà đồng', 'gà đông tảo', 'ga đường sắt', 'gà gà', 'gạ gẫm', 'gà gật', 'gà gáy', 'gà giò', 'gà gô', 'gà hồ', 'gà hoa', 'gà hoa mơ', 'gà hybrô', 'gà kiến', 'gà kim tiền', 'gà lơ go', 'gà lơgo', 'gà lôi', 'gà lôi lam', 'gà mã lửa', 'gà mái', 'gà mái ghẹ', 'gà mái mơ', 'gà mèn', 'gà mía', 'gà mờ', 'gá nghĩa', 'gà niu hampsơ', 'gà nòi', 'gà nước', 'gà pha', 'gà plaimao rôc', 'gà qué', 'gà què ăn quẩn cối xay', 'ga ra', 'gà ri', 'gà rốt', 'gà rôt - ri', 'gà rôt aixlen', 'gà rừng', 'gà sao', 'gà so cổ hung', 'gà sống', 'gá sửa đá mài', 'gà tây', 'gà thiến', 'gá thổ đổ hồ', 'gà tiền', 'gá tiếng', 'ga tô', 'gà tồ', 'gà tre', 'gà trống', 'gà trống nuôi con', 'gà xiêm', 'gabanh j.', 'gabarit', 'gabo đ.', 'gabô n.', 'gabông', 'gabôrơn', 'gabrilôvich e. i.', 'gabro', 'gác', 'gấc', 'gạc', 'gác bếp', 'gác bỏ', 'gác bóng', 'gác bút', 'gác chân chữ ngũ', 'gác chuông', 'gác dan', 'gác đằng vương', 'gác đường', 'gác đường vẽ mặt', 'gác khói', 'gác kinh']"
30,gài,"['gà niu hampsơ', 'gà nòi', 'gà nước', 'gà pha', 'gà plaimao rôc', 'gà qué', 'gà què ăn quẩn cối xay', 'ga ra', 'gà ri', 'gà rốt', 'gà rôt - ri', 'gà rôt aixlen', 'gà rừng', 'gà sao', 'gà so cổ hung', 'gà sống', 'gá sửa đá mài', 'gà tây', 'gà thiến', 'gá thổ đổ hồ', 'gà tiền', 'gá tiếng', 'ga tô', 'gà tồ', 'gà tre', 'gà trống', 'gà trống nuôi con', 'gà xiêm', 'gabanh j.', 'gabarit', 'gabo đ.', 'gabô n.', 'gabông', 'gabôrơn', 'gabrilôvich e. i.', 'gabro', 'gác', 'gấc', 'gạc', 'gác bếp', 'gác bỏ', 'gác bóng', 'gác bút', 'gác chân chữ ngũ', 'gác chuông', 'gác dan', 'gác đằng vương', 'gác đường', 'gác đường vẽ mặt', 'gác khói', 'gác kinh', 'gác lân', 'gác lửng', 'gác mỏ', 'gác phụng', 'gác sân', 'gác thượng', 'gác tía', 'gác trọ', 'gác vàng', 'gác xép', 'gạch', 'gạch bán phương', 'gạch bát tràng', 'gạch bìa', 'gạch bìa sách', 'gạch chỉ', 'gạch chịu axit', 'gạch chịu lửa', 'gạch chịu nhiệt', 'gạch crom magiezit', 'gạch đinat', 'gạch dưới', 'gạch gạch', 'gạch hoa', 'gạch hòm sớ', 'gạch khẩu', 'gạch lá nem', 'gạch magiezit', 'gạch men', 'gạch mộc', 'gạch ngang', 'gạch nối', 'gạch non', 'gạch ống sớ', 'gạch rỗng', 'gạch samot', 'gạch thông tâm', 'gạch vồ', 'gạch ziriconi', 'gacnêri', 'gacniê f', 'gacniê s.', 'gacxia loocca f.', 'gacxia macket g.', 'gađolini', 'gagarin iu. a.', 'gai', 'gái', 'gài']"
30,gẫm,"['gác khói', 'gác kinh', 'gác lân', 'gác lửng', 'gác mỏ', 'gác phụng', 'gác sân', 'gác thượng', 'gác tía', 'gác trọ', 'gác vàng', 'gác xép', 'gạch', 'gạch bán phương', 'gạch bát tràng', 'gạch bìa', 'gạch bìa sách', 'gạch chỉ', 'gạch chịu axit', 'gạch chịu lửa', 'gạch chịu nhiệt', 'gạch crom magiezit', 'gạch đinat', 'gạch dưới', 'gạch gạch', 'gạch hoa', 'gạch hòm sớ', 'gạch khẩu', 'gạch lá nem', 'gạch magiezit', 'gạch men', 'gạch mộc', 'gạch ngang', 'gạch nối', 'gạch non', 'gạch ống sớ', 'gạch rỗng', 'gạch samot', 'gạch thông tâm', 'gạch vồ', 'gạch ziriconi', 'gacnêri', 'gacniê f', 'gacniê s.', 'gacxia loocca f.', 'gacxia macket g.', 'gađolini', 'gagarin iu. a.', 'gai', 'gái', 'gài', 'gãi', 'gại', 'gài bẫy', 'gãi chuyện', 'gai cột sống', 'gái đĩ', 'gái đĩ già mồm', 'gái điếm', 'gai đôi cột sống', 'gái già', 'gái giang hồ', 'gai giao cấu', 'gái góa', 'gai góc', 'gai gốc', 'gái hóa', 'gai kích thích', 'gai mắt', 'gai ngạnh', 'gái nhảy', 'gai ốc', 'gái sề', 'gai sốt', 'gái tân', 'gái tơ', 'galactozơ', 'galapagôt', 'galêgôt r.', 'galen', 'ga-len', 'gali', 'ga-li', 'galia', 'galiêni j.', 'galilê (phép biến đổi)', 'galilê g.', 'galileo', 'galoa (lí thuyết)', 'galoa (nhóm)', 'galoa ê.', 'galông', 'ga-lông', 'gam', 'găm', 'gấm', 'gầm', 'gắm', 'gằm', 'gẫm']"
30,gán ép,"['gái', 'gài', 'gãi', 'gại', 'gài bẫy', 'gãi chuyện', 'gai cột sống', 'gái đĩ', 'gái đĩ già mồm', 'gái điếm', 'gai đôi cột sống', 'gái già', 'gái giang hồ', 'gai giao cấu', 'gái góa', 'gai góc', 'gai gốc', 'gái hóa', 'gai kích thích', 'gai mắt', 'gai ngạnh', 'gái nhảy', 'gai ốc', 'gái sề', 'gai sốt', 'gái tân', 'gái tơ', 'galactozơ', 'galapagôt', 'galêgôt r.', 'galen', 'ga-len', 'gali', 'ga-li', 'galia', 'galiêni j.', 'galilê (phép biến đổi)', 'galilê g.', 'galileo', 'galoa (lí thuyết)', 'galoa (nhóm)', 'galoa ê.', 'galông', 'ga-lông', 'gam', 'găm', 'gấm', 'gầm', 'gắm', 'gằm', 'gẫm', 'gậm', 'gặm', 'găm gắm', 'gằm gằm', 'gầm ghè', 'gắm ghé', 'gằm ghè', 'gầm ghì', 'gầm gừ', 'gầm hét', 'gam màu', 'gặm mòn', 'gấm ngày', 'gậm nhấm', 'gặm nhấm', 'gặm nhắm', 'gầm thét', 'gầm trời', 'gấm vóc', 'gambetta l.', 'gămbia', 'gamelan', 'ga-men', 'gamma', 'gam-ma', 'gamo', 'gan', 'gán', 'gàn', 'gân', 'gần', 'gắn', 'gằn', 'gạn', 'gan (như) cóc tía', 'gan bàn chân', 'gàn bát sách', 'gân bò', 'gắn bó', 'gân bút', 'gần cận', 'gân cổ', 'gan cóc tía', 'gân cốt', 'gan dạ', 'gần đây', 'gàn dở', 'gạn đục khơi trong', 'gán ép']"
